id,name,darreichung,status,verweis,artikelnummer,pharmacode,ean,abgabekategorie,zulassungsnummer,csl
1,"Absinthium, ethanol. Infusum D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,124755,1019849,7611916162404,FM / SL,,2069591
2,Absinthium D1 / Resina Laricis D3 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124401,5043474,7611916152665,B / SL,414906,2070275
3,Absinthium / Caryophylli comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124171,1111076,7622916163728,B / SL,418447,2070275
4,Achillea comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,205972,7837815,7611916162060,FM / SL,,2070329
5,Acidum Formicae D6,Injektionslösung 8 Amp.,Lieferbar,,124277,4099219,7611916151071,B / SL,404634,8x2070631
6,Acidum Formicae D30,Injektionslösung 8 Amp.,Lieferbar,,124270,5313525,7611916151002,B / SL,404634,8x2070677
7,Aconitum napellus D4,Tropfen zum Einnehmen 50 ml,Gestrichen,,124643,7735658,7611916159268,D / SL,403990,2069674
8,Aconitum napellus D6,Globuli 4 g,Gestrichen,,100400,1606615,7611916104152,D,412043,2069645
9,Aconitum napellus Rh D6,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: Rh D20 und Rh D30),,100012,4099337,7611916101120,B,405049,8x2070631
10,Aconitum napellus D6,Tropfen zum Einnehmen 50 ml,Gestrichen,,124555,7715469,7611916158223,D,403990,2069674
12,Aconitum napellus D20,Tropfen zum Einnehmen 50 ml,Gestrichen (Lieferbar: D20 Ampullen),,124556,7715475,7611916158230,D,403990,2069734
13,Aconitum napellus D30,Globuli 4 g,Gestrichen (Lieferbar: D30 Ampullen),,100405,1606621,7611916104176,D,412043,2069763
14,Aconitum napellus Rh D30,Injektionslösung 8 Amp.,Lieferbar,,100019,1158865,7611916159107,B / SL,418405,8x2070677
15,Aconitum napellus D30,Tropfen zum Einnehmen 50 ml,Gestrichen (Lieferbar: D30 Ampullen),,124557,7715481,7611916158247,D,403990,2069800
16,Aconitum / Arnica / Betula comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124160,7794398,7611916357763,B / SL,59812,2070275
17,Aconitum / Bryonia,Tropfen zum Einnehmen 50 ml,Lieferbar,,124925,5043497,7611916153792,B / SL,415325,2070329
18,"Aconitum napellus D4 / Arnica, Planta tota D2 / Bryonia D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,206010,7734490,7611916150630,FM / SL,,2070329
19,"Aesculus, Cortex, ethanol. Decoctum D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,124849,5093555,7611916140747,FM / SL,,2069591
20,"Aesculus, Cortex, ethanol. Decoctum D50",Tropfen zum Einnehmen 50 ml,Lieferbar,,124850,5093578,7611916140785,FM / SL,,2069800
21,"Aesculus, Cortex D30 / Lavandula siccata D6 aa",Augentropfen 10 ml,Lieferbar,,117228,7445886,7611916157059,D / -,406308,
22,Aesculus / Borago comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,204573,7825151,7611916161674,FM / SL,,2070370
23,Agaricus muscarius D4,Dilution 50 ml,Gestrichen,,204988,5122707,7611916140815,,,2069674
24,Agaricus muscarius D6,Ampullen 8 st,Gestrichen (Lieferbar: D6 Dilution),,124298,4099550,7611916151293,B,59697,8x2070631
25,Agaricus muscarius D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,204989,5122713,7611916140822,FM / SL,,2069674
26,Agaricus muscarius D10,Dilution 50 ml,Gestrichen (Lieferbar: D6 Dilution),,204990,5122601,7611916140839,,,2069734
27,Agaricus muscarius D30,Dilution 50 ml,Gestrichen,,204991,5122618,7611916140846,,,2069800
28,Agaricus muscarius D30,Injektionslösung 8 Amp.,Gestrichen,,124301,4099544,7611916151323,B,59697,8x2070677
29,Agaricus muscarius D4 / Mygale avicularis D5 / Stramonium D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,124755,5122624,7611916140853,FM / SL,,2070329
30,Agaricus comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124774,5093590,7611916140792,FM / SL,,2070329
31,Agaricus comp. / Phosphorus,Injektionslösung (s.c.) 8 st,Lieferbar,,100050,4099538,7611916101373,B / SL,59888,8x2070565
32,Agaricus comp. / Phosphorus,Tropfen zum Einnehmen 50 ml,Lieferbar,,124465,7821050,7611916161322,D / SL,59886,2070329
33,Agnus castus D2,Tropfen zum Einnehmen 50 ml,Lieferbar,,124851,7802435,7611916161179,FM / SL,,2069674
34,"Amara-Tropfen, Weleda",Tropfen zum Einnehmen 50 ml,Lieferbar,,5005,3381681,7680117870463,D / -,11787,
36,Anaemodoron®,Tropfen zum Einnehmen 50 ml,Lieferbar,,5055,7767096,7680215220016,D / -,21522,
37,"Anagallis, ethanol. Infusum D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,204999,5156563,7611916140921,FM / SL,,2069591
38,"Anagallis, ethanol. Infusum D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,205000,5156540,7611916140938,FM / SL,,2069674
39,Anagallis / Malachit comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124403,5766764,7611916152689,D / SL,414900,2070329
40,Ananassa D30 / Resina Laricis D30 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,206089,5043557,7611916140945,FM / SL,,2070424
41,"Anis - Pyrit 0,1%",Tabletten 50 g,Lieferbar,,124404,5156586,7611916152696,D / SL,414913,2070329
43,"Antimonit 0,4%",Salbe 23 g,Lieferbar,,124005,1154957,761191615696,FM / nach ALT,,
44,Antimonit D6,Injektionslösung (s.c.) 8 Amp.,Wieder lieferbar,,124303,4099691,7611916151347,B / SL,59694,8x2070631
45,Antimonit D6,Pulver zum Einnehmen 50 g,Lieferbar,,206108,1158866,7611916165870,FM / nach ALT,,
46,Antimonit D10,Ampullen 8 st,Gestrichen (Lieferbar: D6),,100077,4099679,7611916101588,B,59694,8x2070654
47,Antimonit / Belladonna comp.,Pulver zum Einnehmen 50 g,Lieferbar,,124926,5043592,7611916153808,D / -,59878,
49,Apatit D6,Trituration 50 g,Lieferbar,,124405,5043706,7611916152702,D / -,414025,
50,Apatit / Phosphorus / Cucurbita comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,205956,7734509,7611916159961,FM / SL,,2070370
51,Apatit D6 / Fluorit D4 / Stannum D8 aa,Pulver zum Einnehmen 50 g,Lieferbar,,124684,5161529,7611916141065,FM / nach ALT,,
52,Apatit D6 / Stannum D8 aa,Pulver zum Einnehmen 50 g,Lieferbar,,124704,5161535,7611916141072,FM / nach ALT,,
53,Apis mellifica 1%,Crème 25 g,Lieferbar,,100637,7824339,7611916161476,FM / nach ALT,,
54,Apis mellifica D3,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,100092,4100891,7611916101762,B / SL,59699,8x2070631
55,Apis mellifica D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,205018,5161239,7611916141119,FM / SL,,2069674
56,Apis mellifica D6,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,100093,4104564,7611916101786,B / SL,59699,8x2070631
57,Apis mellifica D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,206061,1034105,7611916162855,FM / SL,,2069674
58,Apis mellifica D20,Ampullen 8 st,Gestrichen (Lieferbar: D20 Dilution oder D30 Ampullen),,100095,4100879,7611916101823,B,59699,8x2070654
59,Apis mellifica D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,124821,1034104,7611916162848,FM / SL,,2069734
60,Apis mellifica D30,Injektionslösung (s.c.) 8 st,Lieferbar,,100096,4104558,7611916101847,B / SL,59699,8x2070677
61,Apis mellifica D30,Globuli 4 g,Gestrichen (Lieferbar: D20 Dilution oder D30 Ampullen),,100435,1606673,7611916104275,D,412053,2069763
62,Apis D3 / Belladonna D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,124927,5043712,7611916153815,B / SL,59870,2070329
63,Apis D3 / Belladonna D3,Globuli 4 g,Lieferbar,,100389,1120188,7611916164101,FM / SL,,2070298
64,Bryonia / Spongia comp.,Tropfen zum Einnehmen 20 ml,Lieferbar,,124678,1139165,7611916165351,D / SL,69071,2070306
65,Apis D6 / Belladonna D6,Globuli 4 g,Lieferbar,,100390,1120189,7611916164521,FM / SL,,2070298
66,Apis D6 / Belladonna D6 / Bryonia D6 / Spongia tosta D6 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,205950,5304762,7611916152535,FM / SL,,2070329
67,Apis / Rhus toxicodendron comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124777,5161558,7611916141089,FM / SL,,2070329
68,Apis cum Levistico D3,Injektionslösung 8 Amp.,Lieferbar,,100109,4099780,7611916102028,B / SL,59995,8x2070565
69,Aqua maris D3 / Prunus spinosa summitates D5 aa,Injektionslösung 8 Amp.,Lieferbar,,100112,4104570,7611916102080,B / SL,59866,8x2070565
70,"Aqua Maris D3 / Prunus spinosa, Summitates D5 aa",Tropfen zum Einnehmen 50 ml,Lieferbar,,124461,1102052,7611916163555,D / SL,418387,2070329
71,Arandisit D6,Injektionslösung 8 Amp.,Lieferbar,,124305,5313152,7611916151361,B / SL,404622,8x2070631
72,Arandisit D6,Pulver zum Einnehmen 50 g,Lieferbar,,124688,5161682,7611916141218,FM / nach ALT,,
73,Arandisit D15,Injektionslösung 8 Amp.,Lieferbar,,124283,4104601,7611916151149,B / SL,404622,8x2070654
74,Aranea diadema D6,Injektionslösung 8 Amp.,"Nicht lieferbar (Qualitätsproblem (Analytik, regulatory))",,124290,4104624,7611916151217,B / SL,59701,8x2070631
75,Archangelica ethanol. decoctum 10%,Crème 25 g,Lieferbar,,124472,1189835,7611916165382,D / SL,419485,2070140
76,Argentit D6,Ampullen 8 st,Gestrichen (Lieferbar: D6 Trituration),,100128,4104653,7611916102257,B,59693,8x2070631
77,Argentit D6,Pulver zum Einnehmen 50 g,Lieferbar,,124406,5043758,7611916152719,D / -,414039,
78,"Argentum metallicum praeparatum 0,4%",Salbe 25 g,Nicht lieferbar (Verlagerung zum Lohnhersteller),,100640,7371165,7611916157493,D / SL,403801,2070140
79,"Argentum metallicum praeparatum 0,4%",Vaginalzäpfchen 10 st,Lieferbar,,124680,7838580,7611916161704,FM / nach ALT,,
80,Argentum metallicum praeparatum D6,Injektionslösung 8 Amp.,Lieferbar,,100134,4104937,7611916102318,B / SL,59746,8x2070631
81,Argentum metallicum praeparatum D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205989,1006331,7611916162114,FM / SL,,2069674
82,Argentum metallicum praeparatum D6,Tabletten 50 g,Lieferbar,,124517,5043793,7611916153389,D / SL,415142,2069674
83,Argentum metallicum praeparatum D8,Injektionslösung 8 st,"Gestrichen (Lieferbar: D8 Dilution, D6 oder D12 Ampullen)",,100135,4105026,7611916102332,B / SL,59746,8x2070631
84,Argentum metallicum praeparatum D8,Tropfen zum Einnehmen 50 ml,Lieferbar,,205990,7850422,7611916162121,FM / SL,,2069674
85,Argentum metallicum praeparatum D12,Injektionslösung 8 Amp.,Lieferbar,,124348,5436541,7611916151781,B / SL,59746,8x2070654
86,Argentum metallicum praeparatum D20,Injektionslösung 8 Amp.,Lieferbar,,100138,726576,7611916102394,B / SL,59746,8x2070654
87,Argentum metallicum praeparatum D20,Trituration 50 g,Gestrichen (Lieferbar: D20 Tropfen),,124601,7715357,7611916158742,D / -,403765,
88,Argentum metallicum praeparatum D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,124854,1031905,7611916162183,FM / SL,,2069734
89,Argentum metallicum praeparatum D30,Injektionslösung 8 Amp.,Lieferbar,,100139,4104920,7611916102417,B / SL,59746,8x2070677
90,Argentum metallicum praeparatum D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,205988,7837474,7611916161872,FM / SL,,2069800
91,Argentum D8 / Hyoscyamus D3 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,205036,5161771,7611916141294,FM / SL,,2070329
92,Argentum D30 / Echinacea D6 aa,Injektionslösung 8 Amp.,Lieferbar,,100148,4104794,7611916102547,B / SL,406306,8x2070602
93,Argentum / Berberis comp.,Injektionslösung 8 Amp.,Lieferbar,,100143,4104742,7611916102455,B / SL,59865,8x2070588
94,Argentum / Berberis comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124929,5043770,7611916153839,D / SL,415323,2070370
95,Argentum - Corpus vitreum D6,Augentropfen 10 ml,Lieferbar,,117230,7678917,7611916157141,B / -,415135,
96,Argentum nitricum D4,Augentropfen 10 ml,Lieferbar,,117229,7419570,7611916157028,D / -,59744,
97,Argentum nitricum D4,Tropfen zum Einnehmen 50 ml,Lieferbar,,205046,5089223,7611916141393,FM / SL,,2069674
98,Argentum nitricum D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205047,5089246,7611916141409,FM / SL,,2069674
99,Argentum nitricum D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205049,5089200,7611916141423,FM / SL,,2069734
100,Argentum nitricum D20,Injektionslösung 8 Amp.,Lieferbar,,100155,4105032,7611916102639,B / SL,59745,8x2070654
101,"Arnica-Essenz N, Weleda",Flüssigkeit zur Herstellung einer Lösung zur Anwendung auf der Haut 100 ml,Lieferbar,,5105,1132564,7680689920016,D / -,68992,
102,"Arnica-Gel, Weleda",Gel 25 g,Lieferbar,,5131,5912094,7680626670011,D / -,62667,
103,"Arnica-Gel, Weleda",Gel 70 g,Lieferbar,,5132,5912102,7680626670028,D / -,62667,
104,"Arnica-Salbe, Weleda",Crème 25 g,Lieferbar,,5145,4844568,7680570210028,D / -,57021,
105,"Arnica-Salbe, Weleda",Crème 70 g,Lieferbar,,5150,4844551,7680570210042,D / -,57021,
106,"Arnica, Planta tota 10%",Gel 25 g,Lieferbar,,100666,1025019,7611916163142,FM / nach ALT,,
107,"Arnica, Planta tota Rh D3",Injektionslösung 8 Amp.,Lieferbar,,100167,4108912,7611916102806,B / SL,59731,8x2070631
108,Arnica planta tota Rh D3,Augentropfen 10 ml,Lieferbar,,117231,7539280,7611916157189,D / -,59826,
109,"Arnica, Planta tota D3",Dilution 50 ml,Lieferbar,,124408,5043899,7611916152733,D / SL,414911,2069674
110,"Arnica, Planta tota D3",Globuli 4 g,Gestrichen (Lieferbar: D3 Dilution),,100445,1402686,7611916104343,D,412033,2069645
111,"Arnica, Planta tota D6",Tropfen zum Einnehmen 50 ml,Lieferbar,,124409,5043942,7611916152740,D / SL,414911,2069674
112,"Arnica, Planta tota D6",Globuli 4 g,Lieferbar,,100391,1119592,7611916164125,FM / SL,,2069645
113,"Arnica, Planta tota D10",Tropfen zum Einnehmen 50 ml,Lieferbar,,205062,5089832,7611916141553,FM / SL,,2069734
114,"Arnica, Planta tota Rh D6",Injektionslösung 8 Amp.,Lieferbar,,100170,4108964,7611916102844,B / SL,59731,8x2070631
115,"Arnica, Planta tota D15",Tropfen zum Einnehmen 50 ml,Lieferbar,,205064,5089855,7611916141577,FM / SL,,2069734
116,"Arnica, Planta tota D15",Globuli 4 g,Gestrichen (Lieferbar: D15 Dilution),,124962,6241176,7611916154331,D,412033,2069705
117,"Arnica, Planta tota Rh D15",Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D15 Dilution oder D6 und D20 Ampullen),,124307,4108898,7611916151385,B,59731,8x2070654
118,"Arnica, Planta tota D20",Tropfen zum Einnehmen 50 ml,Lieferbar,,125411,5089861,7611916141584,FM / SL,,2069734
119,"Arnica, Planta tota Rh D20",Injektionslösung 8 Amp.,Lieferbar,,100173,4108906,7611916102905,B / SL,59731,8x2070654
120,"Arnica, Planta tota Rh D30",Injektionslösung 8 Amp.,Lieferbar,,100174,4108958,7611916102929,B / SL,59731,8x2070677
121,"Arnica, Planta tota D30",Tropfen zum Einnehmen 50 ml,Lieferbar,,206062,7850423,7611916162862,FM / SL,,2069800
122,"Arnica, Planta tota D30",Globuli 4 g,Lieferbar,,100392,1119591,7611916164132,FM / SL,,2069763
123,Arnica / Cepa / Symphytum,Crème 70 g,Lieferbar,,111028,7824341,7611916161438,FM / nach ALT,,
124,"Arnica, Planta tota D3 / Solutio alkalina 0,2%",Tropfen zum Einnehmen 50 ml,Lieferbar,,1185,4108823,7611916000119,FM / SL,,2070329
125,"Arnica, Planta tota D4 / Cepa D4 / Symphytum D4 aa",Tropfen zum Einnehmen 50 ml,Lieferbar,,124780,1034106,7611916162411,FM / SL,,2070329
126,"Arnica, Planta tota D10 / Cor D10 aa",Injektionslösung 8 Amp.,Lieferbar,,100214,4108361,7611916103247,B / SL,404650,8x2070588
127,"Arnica, Planta tota D20 / Equisetum arvense D20 aa",Injektionslösung 8 Amp.,Lieferbar,,100220,4108728,7611916103285,B / SL,405220,8x2070588
128,"Arnica, Planta tota D20 / Vespa crabro D6 aa",Ampullen 8 st,Gestrichen (Lieferbar: einzeln - nicht als Mischung),,100234,4108757,7611916103445,B / SL,59760,8x2070588
129,Arnica (Radix) D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,205053,5089252,7611916141461,FM / SL,,2069734
130,Arnica Rh (Radix) D20,Injektionslösung 8 Amp.,Lieferbar,,100192,4105233,7611916103063,B / SL,405043,8x2070654
131,Arnica (Radix) D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,124825,5089269,7611916141478,FM / SL,,2069734
132,Arnica Rh (Radix) D30,Injektionslösung 8 Amp.,Lieferbar,,100193,4105256,7611916103087,B / SL,405043,8x2070677
133,Arnica (Radix) D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,124881,5089281,7611916141485,FM / SL,,2069800
134,Arnica / Aconitum / Apis comp.,Crème 70 g,Lieferbar,,100646,7824340,7611916161087,FM / nach ALT,,
135,Arnica / Betula comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124456,1042403,7611916161292,D / SL,41835,2070370
136,Arnica comp. / Cuprum,Oel zur Anwendung auf der Haut 50 ml,Lieferbar,,124509,5043830,7611916153303,D / SL,417120,2070507
137,Arnica comp. / Formica,Oel zur Anwendung auf der Haut 50 ml,Lieferbar,,124931,5043847,7611916153853,D / SL,59915,2070507
138,Arnica comp. / Formica,Unguentum 25 g,Gestrichen (Im Sortiment: 70g (out of stock)),,100540,5021142,7611916137525,B,59916,2070482
139,Arnica comp. / Formica N,Crème 70 g,Wieder lieferbar,,124991,1159923,7611916165474,D / SL,70149,2070499
140,Arnica / Levisticum D3 comp.,Injektionslösung 8 Amp.,Lieferbar,,100224,4105279,7611916103360,B / SL,59793,8x2070565
141,Arnica / Levisticum D3 comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124779,5089826,7611916141515,FM / SL,,2070329
142,Arnica / Levisticum D6 comp.,Injektionslösung 8 Amp.,Lieferbar,,100225,4105291,7611916103384,B / SL,59800,8x2070565
143,Arnica / Symphytum comp.,Crème 25 g,Lieferbar,,124987,1126597,7611916164279,FM / nach ALT,,
144,Arnica / Symphytum comp.,Crème 70 g,Gestrichen,,100230,5021099,7611916136801,B,59801,2070499
145,Arsenicum album D6,Globuli 4 g,Gestrichen (Lieferbar: D6 Dilution),,100470,1606756,7611916104442,D,412029,2069645
146,Arsenicum album D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205998,7844623,7611916161940,FM / SL,,2069674
147,Arsenicum album D12,Tropfen zum Einnehmen 50 ml,Lieferbar,,205996,1019850,7611916161926,FM / SL,,2069734
148,Arsenicum album D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,124826,1034107,7611916161933,FM / SL,,2069734
149,Arsenicum album D30,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D20 Dilution),,100239,4109018,7611916103520,B,59498,8x2070677
150,Arsenicum album D30,Globuli 4 g,Gestrichen (Lieferbar: D20 Dilution),,100485,1606762,7611916104466,D,412029,2069763
152,Arum maculatum D3 / Pteridium aquilinum D3 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,205076,5092024,7611916141690,FM / SL,,2070329
153,Aspidium / Salix comp. Ø (= 20%),Tropfen zum Einnehmen 50 ml,Lieferbar,,124781,1034108,7611916162879,FM / SL,,2070275
154,Aspidium / Salix comp.,Tabletten 50 g,Lieferbar,,124970,6875952,7611916156151,D / SL,60007,2070275
155,Astragalus exscapus D3,Injektionslösung (s.c.) 8 st,Wieder lieferbar,,124308,4109030,7611916151392,B / SL,59936,8x2070631
156,"Aufbaukalk 1+2, Weleda",Pulver zum Einnehmen 2×45 g,Lieferbar,,5207,7230223,7680567590010,D / -,56759,
157,Aurum metallicum praeparatum D4,Crème 25 g,Lieferbar,,100665,1035593,7611916163135,FM / nach ALT,,
158,Aurum metallicum praeparatum D6,Ampullen 8 st,Gestrichen (Lieferbar: D10 Ampullen),,100248,4109691,7611916103582,B,59729,8x2070631
159,Aurum metallicum praeparatum D6,Pulver zum Einnehmen 50 g,Lieferbar,,124602,7715392,7611916158759,D / -,404022,
160,Aurum metallicum praeparatum D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205978,7848102,7611916162138,FM / SL,,2069674
161,Aurum metallicum praeparatum D10,Injektionslösung 8 Amp.,Lieferbar,,100250,4109254,7611916103629,B / SL,59729,8x2070654
162,Aurum metallicum praeparatum D10,Pulver zum Einnehmen 50 g,Lieferbar,,124705,7848105,7611916162428,FM / nach ALT,,
163,Aurum metallicum praeparatum D10,Tabletten 50 g,Lieferbar,,124519,5045036,7611916153402,D / SL,415130,2069734
164,Aurum metallicum praeparatum D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,205973,1008645,7611916162145,FM / SL,,2069734
165,Aurum metallicum praeparatum D12,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D10 Ampullen),,100251,4109308,7611916103643,B,59729,8x2070654
166,Aurum metallicum praeparatum D12,Pulver zum Einnehmen 50 g,Lieferbar,,206021,1027358,7611916162435,FM / nach ALT,,
167,Aurum metallicum praeparatum D12,Tropfen zum Einnehmen 50 ml,Lieferbar,,205974,1034228,7611916162190,FM / SL,,2069734
168,Aurum metallicum praeparatum D15,Injektionslösung 8 Amp.,Lieferbar,,100252,4109314,7611916103667,B / SL,59729,8x2070654
169,Aurum metallicum praeparatum D15,Tropfen zum Einnehmen 50 ml,Lieferbar,,205975,1034109,7611916162206,FM / SL,,2069734
170,Aurum metallicum praeparatum D20,Injektionslösung 8 Amp.,Lieferbar,,100253,4109320,7611916103681,B / SL,59729,8x2070654
171,Aurum metallicum praeparatum D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205976,7837636,7611916161889,FM / SL,,2069734
172,Aurum metallicum praeparatum D30,Injektionslösung 8 Amp.,Lieferbar,,100254,4109337,7611916103704,B / SL,59729,8x2070677
173,Aurum metallicum praeparatum D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,205977,7837475,7611916161896,FM / SL,,2069800
174,Aurum D10 / Cor D4 aa,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,124264,4109107,7611916150944,B / SL,59730,8x2070588
175,Aurum D10 / Ferrum sidereum D10 aa,Injektionslösung 8 Amp.,Lieferbar,,100269,4109136,7611916103803,B / SL,404611,8x2070588
176,Aurum D10 / Ferrum sidereum D10 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124459,1050322,7611916163548,D / SL,418388,2070370
177,Aurum D10 / Strophanthus kombé D6 aa,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: als FM Mischung Dilution),,100278,4109165,7611916103902,B,404655,8x2070588
178,Aurum D10 3 Teile / Stibium D8 2 Teile,Injektionslösung 8 Amp.,Lieferbar,,100273,4109171,7611916103865,B / SL,59934,8x2070588
179,Aurum / Stibium,Pulver zum Einnehmen 50 g,Lieferbar,,124685,1148139,7611916164354,FM / nach ALT,,
180,Aurum D30 / Equisetum arvense D20 aa,Injektionslösung 8 Amp.,Lieferbar,,100268,4109188,7611916103780,B / SL,405400,8x2070602
181,Aurum / Belladonna comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,00124757,1008644,7611916162534,FM / SL,,2070370
182,Aurum / Hyoscyamus comp.,Ampullen 8 st,Lieferbar,,100270,4109053,7611916103827,B / SL,59935,8x2070588
183,Aurum / Hyoscyamus comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124932,5045007,7611916153860,D / SL,415328,2070370
184,Aurum / Lavandulae aetheroleum / Rosa,Crème 25 g,Lieferbar,,100647,1148138,7611916164729,D / SL,419285,2070482
185,Aurum / Onopordon comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,00124758,5092277,7611916141751,FM / SL,,2070275
186,Avena sativa Ø (= 50%),Tropfen zum Einnehmen 50 ml,Lieferbar,,205102,5096217,7611916141959,FM / SL,,2069591
187,Avena sativa comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124410,5096192,7611916152757,D / SL,414908,2070424
188,Avena sativa comp.,Globuli 10 g,Gestrichen (als Calmedoron im Sortiment),,100472,5773801,7611916152641,D / SL,414837,2070393
190,Barium comp.,Pulver zum Einnehmen 50 g,Lieferbar,,124933,5045059,7611916153877,D / -,59931,
191,Belladonna D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,205106,5100166,7611916141997,FM / SL,,2069674
192,Belladonna Rh D6,Injektionslösung 8 Amp.,Lieferbar,,101007,4111274,7611916104565,B / SL,403641,8x2070631
193,Belladonna D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205957,7682729,7611916159978,FM / SL,,2069674
194,Belladonna D6,Globuli 4 g,Lieferbar,,100393,1120190,7611916164149,FM / SL,,2069645
195,Belladonna D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,205108,5100114,7611916142017,FM / SL,,2069734
196,Belladonna D15,Tropfen zum Einnehmen 50 ml,Lieferbar,,205110,5100137,7611916142031,FM / SL,,2069734
197,Belladonna D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205111,5100143,7611916142048,FM / SL,,2069734
198,Belladonna Rh D20,Injektionslösung 8 Amp.,Lieferbar,,124263,4111239,7611916150937,B / SL,403641,8x2070654
199,Belladonna Rh D30,Injektionslösung 8 Amp.,Lieferbar,,124346,4111268,7611916150913,B / SL,403641,8x2070677
200,Belladonna D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,124884,5090203,7611916142055,FM / SL,,2069800
201,Belladonna D30,Globuli 4 g,Gestrichen (Lieferbar: D30 Dilution),,101220,1606791,7611916105579,D,412030,2069763
202,Belladonna / Betula / Formica,Augentropfen 10 ml,Lieferbar,,117232,7341939,7611916157202,D / -,59941,
203,"Berberis, Fructus 10%",Crème 25 g,Lieferbar,,100659,1031904,7611916161827,FM / nach ALT,,
204,"Berberis, Fructus D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,205979,7837477,7611916162077,FM / SL,,2069674
205,"Berberis, Fructus Rh D3",Ampullen 8 st,Gestrichen (Lieferbar: D3 Dilution),,101039,4111357,7611916104909,B,59733,8x2070631
206,"Berberis, Fructus D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,205980,7846797,7611916162213,FM / SL,,2069674
207,"Berberis, Fructus D6",Tropfen zum Einnehmen 50 ml,Lieferbar,,205981,1034110,7611916162220,FM / SL,,2069674
208,"Berberis, Planta tota / Urtica urens",Tabletten 50 g,Lieferbar,,124411,5045119,7611916152764,D / SL,414033,2070329
209,Betonica D3 / Rosmarinus D3 aa,Injektionslösung 8 st,Lieferbar,,101056,4111400,7611916105104,B / SL,59945,8x2070565
210,Betonica D3 / Rosmarinus D3 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124831,7805921,7611916161162,FM / SL,,2070329
211,"Betula, Cortex, ethanol. Decoctum D2",Tropfen zum Einnehmen 50 ml,Lieferbar,,205130,5091450,7611916142239,FM / SL,,2069674
212,"Betula, Folium D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,124885,5093041,7611916142260,FM / SL,,2069674
